name,scheme
DATARIO S.R.L.,eTenders
MOBIASTRUM S.R.L.,eTenders
S.R.L. GOLD-CONSTRUCT,eTenders
GALORES S.R.L.,eTenders
GENTILOM S.R.L.,eTenders
STIINTA SI INOVARE PUBLICATIE PERIODICA,eTenders
SRL Adrika ,eTenders
A.S.T. S.R.L.,eTenders
Î.M. CENTRUL DE ODIHNĂ PENTRU COPII ŞI TINERET-PRIETENIA,eTenders
S.C. INSTEL-PRIM S.R.L.,eTenders
Î.M.C.C.P. AD REM S.R.L.,eTenders
F.P.C. DEPO-TRIFARM S.R.L.,eTenders
S.R.L. Sanmedico,eTenders
Î.C.S. O.P. ARGUS-S S.R.L.,eTenders
ARTMET S.A.,eTenders
CONSIT PRO S.R.L.,eTenders
EXCLUSIV S.R.L.,eTenders
CREIT S.R.L.,eTenders
I.L.P. SRL,eTenders
S.R.L. RENIUR - CONS,eTenders
CATANOI MAXIM FILIP,eTenders
PRODAGROTRADE S.R.L.,eTenders
LOVIS ANGRO S.R.L.,eTenders
NIPETGAL S.R.L.,eTenders
S.C. SETIMETO GRUP S.R.L.,eTenders
Î.C.S. EPSILON MEDICAL S.R.L.,eTenders
GBG-MLD S.R.L.,eTenders
Farmacia RECETA FARM S.R.L.,eTenders
POLISANO PRIM S.R.L.,eTenders
COMERŢ-MAGOR S.R.L.,eTenders
S.R.L. LORANCE,eTenders
SOVERANG S.R.L.,eTenders
S.C. AMBIANT CLIMAT S.R.L.,eTenders
ADG AUTO TRANS S.R.L.,eTenders
S.A. DRUMURI-CIMIŞLIA,eTenders
CATOL LUX S.R.L.,eTenders
COOP UNIVERSALCOOP CANTEMIR,eTenders
CONIG PRIM S.R.L.,eTenders
S.C. EXPOCOSTAS S.R.L.,eTenders
F.P.C. INVEST-FOND S.R.L.,eTenders
VISIOSYSTEMS S.R.L.,eTenders
"Institutul de Geodezie, Prospecţiuni Tehnice şi Cadastru INGEOCAD Î.S.",eTenders
S.C. LEMN COMERŢ S.R.L.,eTenders
DAGAZ&FEHU S.R.L.,eTenders
ITALTEH S.R.L.,eTenders
RAPID CURIER S.R.L.,eTenders
TANASIEV V Î.I.,eTenders
MAXTOM LUX S.R.L.,eTenders
COMBINATUL POLIGRAFIC DIN CHIŞINĂU Î.S.,eTenders
TIPOGRAFIA ACADEMIEI DE ŞTIINŢE A MOLDOVEI Î.S.,eTenders
S.C. MAVITEX-CONS S.R.L.,eTenders
S.C. MEGARESURS-COM S.R.L.,eTenders
BUDEI COM S.R.L.,eTenders
Î.S. Servicii Pază a MAI,eTenders
S.C. BIROLUX-MT S.R.L.,eTenders
MEDEFERENT GRUP S.R.L.,eTenders
S.R.L. MONCOMTEX,eTenders
LA HARAP ALB S.R.L.,eTenders
SOVILERUS S.R.L.,eTenders
S.R.L. LECOCONS,eTenders
S.R.L. AUTORCOM GRUP,eTenders
ATTRIBUTUM S.R.L.,eTenders
S.C. PRO-MAPIX S.R.L.,eTenders
P.P. PATRIA,eTenders
GEMENII-SÎRBU Î.I.,eTenders
Î.M. BIROUL ARHITECTURĂ ŞI SISTEMATIZARE,eTenders
DRUMURI-CRIULENI S.A.,eTenders
ECO URBAN S.R.L.,eTenders
S.C. UNGUREANU-CONS S.R.L.,eTenders
SilvaTrading SRL,eTenders
NANDOS S.R.L.,eTenders
S.R.L. ARCTUS IMPEX,eTenders
Î.M. CRISTAL CLEAN S.R.L.,eTenders
EUROSERVICES CLEANING S.R.L.,eTenders
S.R.L. ASINV,eTenders
GIBEONA-PLUS S.R.L.,eTenders
TEHOPTIMED S.A.,eTenders
TIPOGRAFIA CENTRALĂ Î.S.,eTenders
PRINT-CARO S.R.L.,eTenders
EPIGRAF SRL,eTenders
FABI & LINA S.R.L.,eTenders
S.R.L. V.A.STRUC,eTenders
BOMI-SERVIS S.R.L.,eTenders
S.C. MAXIMOS-PAN S.R.L.,eTenders
S.C. VLADOS-COM S.R.L.,eTenders
LACTIS S.A.,eTenders
WHITE STAR S.R.L.,eTenders
S.R.L. CRASTEIA-AURICA,eTenders
PERPETUUM S.R.L.,eTenders
LABROMED LABORATOR S.R.L.,eTenders
S.R.L. MACELARIA,eTenders
MAGISTRALA-NORD S.R.L.,eTenders
"MAGAZINUL UNIVERSAL CENTRAL ""UNIC"" S.A.",eTenders
DELTA CONSTRUCT S.R.L.,eTenders
S.C. DANIELA BUJOR S.R.L.,eTenders
S.C. PĂRTAŞ S.R.L.,eTenders
S.C. LANJERONIC S.R.L.,eTenders
POLIMER GAZ CONSTRUCŢII S.R.L.,eTenders
S.C. OLPOLEMN S.R.L.,eTenders
MEVALEX S.R.L.,eTenders
C.P. SVIMUN - PRIM,eTenders
S.C. ARHIDOC S.R.L.,eTenders
Î.S. MOLD-DIDACTICA,eTenders
S.C. ELECTROPRIM-RS S.R.L.,eTenders
S.C. MEGACON SERVICE S.R.L.,eTenders
LITARCOM S.R.L.,eTenders
SC Revismed SRL,eTenders
SC VODIMEDICOR SRL,eTenders
S.C. MONTEX - GAZ S.R.L.,eTenders
SC Casa-Invest SRL,eTenders
Î.M. AGROPIESE TGR GRUP S.R.L.,eTenders
GITISI S.R.L.,eTenders
S.R.L. TAMIR,eTenders
S.R.L. ARTSINTEZ MEDIA,eTenders
VICCON S.A.,eTenders
BIOMEDICAL S.R.L.,eTenders
NICONTAX GRUP DESIGN S.R.L.,eTenders
ANDIRA-PRIM S.R.L.,eTenders
VEC S.R.L.,eTenders
Î.M. ĂИПРÎСТРÎЙМÎСТ-М S.R.L.,eTenders
SIMBO-PROIECT S.R.L.,eTenders
GRIBINCEA LILIA IVAN,eTenders
CASIAN TAMARA TRIFON,eTenders
Vadim Colţov ,eTenders
Vadim  Colţov ,eTenders
S.S.M.-CONSULTING S.R.L.,eTenders
LEXASIGUR S.R.L.,eTenders
RE-AKTIV LLC,eTenders
Î.C.S. Societatea de Audit BDO AUDIT & CONSULTING S.R.L.,eTenders
S.R.L. DINGENARUL,eTenders
S.C. BUCOVINEANCA S.R.L.,eTenders
Î.M. ALMOR-PLUS S.R.L.,eTenders
Î.C.S. DELAMODE MOLDOVA S.R.L.,eTenders
V.COLUN О.I.,eTenders
ASGARDAN-GRUP S.R.L.,eTenders
RUSU LIDIA О.I.,eTenders
VIMPEX-SV S.R.L.,eTenders
S.C. PODURI PRIM S.R.L.,eTenders
CARTIER S.R.L.,eTenders
UNIVERS  EDUCAŢIONAL S.R.L.,eTenders
Î.S. RUSSCA,eTenders
FALER-EXIM S.R.L.,eTenders
S.R.L. CASCOM - LUX,eTenders
CANINDSPORT S.R.L.,eTenders
USFRUMAX S.R.L.,eTenders
S.C. CADOM-GAZ S.R.L.,eTenders
SERVICIUL ASISTENŢĂ BENEFICIARI LA OBIECTELE SOCIALE О.S.,eTenders
VICTOR COMMUNICATION S.R.L.,eTenders
LINCONS S.R.L.,eTenders
LINIA & CO S.R.L.,eTenders
S.C. GVININ CONS S.R.L.,eTenders
GHEVIANU-M S.R.L.,eTenders
S.C. MARTILINA S.R.L.,eTenders
CEREMPEI  MARINA О.I.,eTenders
Î.C.S. UNITED ELECTRIC INDUSTRY S.R.L.,eTenders
S.C. CONSISTCOM S.R.L.,eTenders
F.P.C. ARSEC S.R.L.,eTenders
S.R.L. NALAD-CA-COMERŢ,eTenders
DIDIADI-PRIM SRL,eTenders
Î.C.S. GLOBALPHARM COMPANY S.R.L.,eTenders
LEMNAR S.A.,eTenders
GAZCON GRUP S.R.L.,eTenders
S.C. DIDAC-COM S.R.L.,eTenders
S.C. VICONS-SERVICE S.R.L.,eTenders
S.C. OZUN-CONS S.R.L.,eTenders
PIACENTI RESTAURARE S.R.L.,eTenders
S.C. LINIA NOVA S.R.L.,eTenders
ZAGAICIUC FIODOR О.I.,eTenders
RESTAURATORUL S.A.,eTenders
MEDGLOBALFARM S.R.L.,eTenders
Î.M. JOLLY ALON S.A.,eTenders
Î.C.S. EUROPEAN DRINKS IMPORT EXPORT S.A.,eTenders
S.C. PRODVIXON S.R.L.,eTenders
S.C. GAL TRANSERVICE S.R.L.,eTenders
CENTRUL DE SĂNĂTATE PUBLICĂ MUNICIPAL BĂLŢI,eTenders
Î.I. MARDARI POLINA VASILE,eTenders
MARIA GLODEANU S.R.L.,eTenders
S.R.L. SERVICII URBANE,eTenders
S.C. RILICI - COMPANI S.R.L.,eTenders
S.R.L. MACDEN PRIM,eTenders
BAGUETTE S.R.L.,eTenders
SLAVENA LUX S.R.L.,eTenders
FABRICA OLOI PAK S.R.L.,eTenders
MOLDTRANS-TUR S.R.L.,eTenders
VIORICA-COSMETIC S.A.,eTenders
FIRMA CLEBER S.R.L.,eTenders
S.C. ELECTEH S.R.L.,eTenders
NICA S.R.L.,eTenders
TEHNO-TREND S.R.L.,eTenders
Dita Estfarm S.R.L.,eTenders
Î.I. CLIPA SIMION,eTenders
AGROPIESE TGR GRUP S.R.L.,eTenders
SANINTRADE S.R.L.,eTenders
URBANPROIECT Î.S.,eTenders
S.C. DIROVE-NORD S.R.L.,eTenders
CVADRANT SRL,eTenders
S.R.L. CESTAR,eTenders
GABYLEX S.R.L.,eTenders
CONSTRUM S.R.L.,eTenders
GRICONS-IMPEX S.R.L.,eTenders
SMART ID DYNAMICS S.R.L.,eTenders
VLADIMIR DOROGAN Î.I.,eTenders
S.C. SANDUNELU S.R.L.,eTenders
AGROFIRMA UNIVERSAL S.R.L.,eTenders
S.R.L. ANGRO-SUD,eTenders
S.C. VLACOTAL S.R.L.,eTenders
COOP REMONTNIC,eTenders
Î.I. SCORPION-MATRENCIUC,eTenders
S.R.L. MC-CONSULTING,eTenders
OLGA CEBAN Î.I.,eTenders
ALEX-B S.R.L.,eTenders
LENSES GRUP S.R.L.,eTenders
S.R.L. TALVA TRADE,eTenders
MOLDAN-SERVICE S.R.L.,eTenders
UNDECIMA S.R.L.,eTenders
Î.C.S. TV MR MLD S.R.L.,eTenders
S.C. CLIMACONTROL S.R.L.,eTenders
DENVAR GRUP S.R.L.,eTenders
REPELCOM S.R.L.,eTenders
MIPECO S.R.L.,eTenders
EUROTIR-TRANS S.R.L.,eTenders
Î.C.S. DIAMEDIX IMPEX S.R.L.,eTenders
DANT-AGRO S.R.L.,eTenders
"Compania SRL ""Albinstal"" ",eTenders
EDILITATE S.A.,eTenders
S.R.L. ACVADEM,eTenders
MODERNUS S.A.,eTenders
Î.I. COSTIUC LARISA,eTenders
Cantina LICEIST Î.S.,eTenders
PIAŢA CENTRALĂ Î.M.,eTenders
BUCURIA-EL Î.S.,eTenders
CHIMCONSULT S.R.L.,eTenders
BNV S.R.L.,eTenders
S.C. UNCONSALEX S.R.L.,eTenders
S.C. STUDITERRA S.R.L.,eTenders
S.C. FORSBETA S.R.L.,eTenders
COOP COOPALIMENTAŢIE A URECOOP DIN STRĂŞENI,eTenders
SANTO-M S.A.,eTenders
PANIFCOOP a URECOOP din Strгєeni,eTenders
S.C. CAMIAR- DESIGN S.R.L.,eTenders
ALMIRA S.R.L.,eTenders
KVAZAR-MICRO S.R.L.,eTenders
College of Europe,eTenders
MAXIMUM AUTO S.R.L.,eTenders
BOCAGROCON S.R.L.,eTenders
S.C. S & Ţ PRODPAN S.R.L.,eTenders
S.C. METAL PLUS S.R.L.,eTenders
AGENȚIA ROMÂNĂ DE ASIGURARE A CALITĂȚII ÎN ÎNVĂȚĂMÎNTUL SUPERIOR - ARACIS,eTenders
CLIMATSISTEM S.R.L.,eTenders
S.C. NEOTON COM S.R.L.,eTenders
ODISEU S.R.L.,eTenders
ACADEMIA DE ADMINISTRARE PUBLICĂ DE PE LÎNGĂ PREŞEDINTELE REPUBLICII MOLDOVA,eTenders
S.C. VOLTOZAR S.R.L.,eTenders
Pivdeni Curort,eTenders
Sanatoriul NUFARUL ALB S.R.L.,eTenders
BELMOND-PRINT S.R.L.,eTenders
NISTRU LADA S.A.,eTenders
S.R.L. ŞANGRILA-GRUP,eTenders
TODOS ELENA II,eTenders
TOPAL S. Î.I.,eTenders
AUTO-SAN PRIM S.R.L.,eTenders
PASCARI PAVEL Î.I.,eTenders
GLORINAL IMOBIL S.R.L.,eTenders
CRIZANTEMA Î.S.,eTenders
STRENGTH S.R.L.,eTenders
VOTCONSTRUCT S.R.L.,eTenders
"CENTRUL RESURSELOR INFORMAŢIONALE DE STAT ""REGISTRU"" Î.S.",eTenders
COOPERATIVA DE CONSUM DIN NISPORENI,eTenders
S.C. LUCEAFĂRUL DE SEARĂ S.R.L.,eTenders
ACVILIN-GRUP S.R.L.,eTenders
Î.I. LIPOVAN-VECTRA,eTenders
MONTAJ-SV,eTenders
S.C. PRO VITEXTOP S.R.L.,eTenders
RODICONS S.R.L.,eTenders
DIARSE-TEHNIC S.R.L.,eTenders
DIN-VEST S.R.L.,eTenders
TESTOR S.R.L.,eTenders
S.A. DRUMURI-BRICENI,eTenders
MAHU VASILE ALEXANDRU,eTenders
S.C. EUROPLAST S.R.L.,eTenders
DRUMURI-BĂLŢI S.A.,eTenders
PASARELA PLUS S.R.L.,eTenders
S.R.L. GLORIA-QVARC,eTenders
IULICONS GRUP S.R.L.,eTenders
O.P. MEDIA SECURITATE GRUP S.R.L.,eTenders
NUFĂRUL S.A.,eTenders
STUDIUM PLUS S.R.L.,eTenders
Î.M. TRIMARAN S.R.L.,eTenders
S.C. NEUROMED-TEST S.R.L.,eTenders
S.R.L. ENDOSONOMED,eTenders
BELNIS S.R.L.,eTenders
S.R.L. DAMITEX GRUP,eTenders
Dzeţul Lilian ,eTenders
UNFLORIA S.R.L.,eTenders
Agenţia de Pază BAY KUŞ S.R.L.,eTenders
FORTRESS S.R.L.,eTenders
CARNPRODLUX S.R.L.,eTenders
ARSENAL-GRUP S.R.L.,eTenders
IMPERIAL-SECURITATE S.R.L.,eTenders
Î.I. BUDNEA RODICA,eTenders
COMBINATUL DE PANIFICAŢIE FĂLEŞTI,eTenders
S.C. LUPU-COM SRL,eTenders
BORINTEX S.R.L.,eTenders
VIDEOZOOM S.R.L.,eTenders
RENADEX - M S.R.L.,eTenders
S.R.L. REAL-PROGRES,eTenders
S.C. PROSENIX - CON S.R.L.,eTenders
S.R.L. STELELE VIITORULUI,eTenders
MOORE STEPHENS KSC S.R.L.,eTenders
MOLDPRESA GRUP S.R.L.,eTenders
DRUMURI IALOVENI S.A.,eTenders
Î.C.I.S. DELOITTE & TOUCHE S.R.L.,eTenders
PROLEOCONSTRUCT S.R.L.,eTenders
I.S.P. RURALPROIECT,eTenders
S.C. BIOLAB-COM S.R.L.,eTenders
LIFTMONTAJ S.A.,eTenders
C.C. UNIVERSCOOP LEOVA,eTenders
FARMACIA COJUŞNA S.R.L.,eTenders
OLIOTERRA S.R.L.,eTenders
Farmacia CENTROFARM S.A.,eTenders
FPC AGENTINTER S.R.L.,eTenders
ASOCIAȚIA BIBLIOTECARILOR DIN REPUBLICA MOLDOVA,eTenders
S.C. AVATARUS S.R.L.,eTenders
S.R.L. STUDIO - L,eTenders
TROCIN ION GHEORGHE,eTenders
C.A. DONARIS VIENNA INSURANCE GROUP S.A.,eTenders
Î.M. Broker de Asigurare - Reasigurare SOCIETE DE COURTAGE S.R.L,eTenders
P.P. PRIER INFO S.R.L.,eTenders
S.R.L. PODGORENI-PLUS,eTenders
LIMTEX-PRIM S.R.L.,eTenders
S.R.L. AVICOLA-TEOVERA,eTenders
PANIFCOOP a URECOOP din Străşeni,eTenders
Casa de Comerţ VITA S.R.L.,eTenders
GRAUR ALEXANDRU Î.I.,eTenders
Sajin MED-M-COMERT SRL Ludmila,eTenders
DESERVIRE-ORHEI S.A.,eTenders
HOTEL DACIA S.R.L.,eTenders
HOTELUL ZAREA Î.S.,eTenders
BUSELI-M S.R.L.,eTenders
CENTRUL DE SĂNĂTATE PUBLICĂ RAIONAL ORHEI,eTenders
CRICOVA-VIN S.A.,eTenders
PRODENT-COM S.R.L.,eTenders
S.C. DENTAL MARKET S.R.L.,eTenders
EUROLIFTMONTAJ S.R.L.,eTenders
MARKET-PRIM NR.15 S.R.L.,eTenders
S.C. CHEMITRANS S.R.L.,eTenders
Î.M. MAPT S.R.L.,eTenders
VOYAGE PRESTIGE S.R.L.,eTenders
OLIUM-GOGU S.R.L.,eTenders
S.C. ANDIX S.R.L.,eTenders
S.R.L. REXART,eTenders
NOUR VASILE Î.I.,eTenders
STATIMUS PRIM S.R.L.,eTenders
C.C. UNIVERSALCOOP DIN CEADÎR-LUNGA,eTenders
S.C. E.S.C.U. & CO S.R.L.,eTenders
INSTACON S.R.L.,eTenders
S.C. PATRÎNICHI-STIL S.R.L.,eTenders
ANALITICMED SRL,eTenders
F.P.C. TACTICA S R L.,eTenders
S.C. REŢELE TERESTRE S.R.L.,eTenders
PAVEL GHEORGHE GHEORGHE,eTenders
BOBEICA ALEXANDR STEPAN,eTenders
BOGHI PAVEL PETRU,eTenders
S.C. SAMOIL-COM S.R.L.,eTenders
Î.C.S. EUGEDIS S.R.L.,eTenders
RÎUL VECHI S.R.L.,eTenders
PROFCAR TRADE S.R.L.,eTenders
LIFE MED S.R.L.,eTenders
PIROTERM-SERVICE S.R.L.,eTenders
Î.S. DETAŞAMENTUL DE PAZĂ PARAMILITARĂ,eTenders
S.R.L. PROGRESOR-GRUP,eTenders
S.C. ANIPLAN S.R.L.,eTenders
F.P.C. NORD-IMPEX S.R.L.,eTenders
S.R.L. POVLADAR,eTenders
IKA-EXPERT S.R.L.,eTenders
SOFINIC S.R.L.,eTenders
FLORNUC S.R.L.,eTenders
G.C.C. - SECURITATE S.R.L.,eTenders
S.A. INCOMLAC,eTenders
S.R.L. PRO MEDIA,eTenders
P.P. GAZETA DE SUD S.R.L.,eTenders
AIR MOLDOVA Î.S.,eTenders
S.R.L. VATRA,eTenders
TOPLIDER S.R.L.,eTenders
LIDIA COICA Î.I.,eTenders
SRL ILP,eTenders
S.R.L. ACUSTMED,eTenders
MARSTEL GRUP S.R.L.,eTenders
COTUNĂ R.A. Î.I.,eTenders
Î.M. C.I.A. TRANSELIT S.A.,eTenders
Î.I. SINDI-TAMOJNIC,eTenders
FLORMODERN S.R.L.,eTenders
S.R.L. ALEXCEB-SUD,eTenders
FRIGUŞOR-CHIOSA Î.I.,eTenders
S.R.L. ECOPLANTERA,eTenders
MITRA-GRUP S.A.,eTenders
ECOCHIMIE S.R.L.,eTenders
S.A. DAAC-OLIMP,eTenders
MERINDE-COM S.R.L.,eTenders
EUROPARC S.R.L.,eTenders
GRUP VICOLIV  SRL,eTenders
TAROL-DD S.R.L.,eTenders
VARGUS-GRUP S.R.L.,eTenders
Î.S. CENTRUL DE TELECOMUNICAŢII SPECIALE,eTenders
BIOPROTECT S.R.L.,eTenders
S.R.L. IMEXAGRO,eTenders
Mediclim SRL,eTenders
Î.S. CENTRUL DE METROLOGIE APLICATĂ ŞI CERTIFICARE,eTenders
IASAS-AMRITA S.R.L.,eTenders
S.C. VENOMNET - LUX S.R.L.,eTenders
Î.M. TATRA-BIS S.R.L.,eTenders
AUTOBAZA ACADEMIEI DE ŞTIINŢE A MOLDOVEI Î.S.,eTenders
MOB-ELITA S.R.L.,eTenders
S.R.L. GOLIAT-VITA,eTenders
S.A. COMBINATUL DE PÎINE DIN BĂLŢI,eTenders
PROMEDTEH-SERVICE S.R.L.,eTenders
LANGERA S.R.L.,eTenders
S.C. ORSERVITOL S.R.L.,eTenders
S.C. OLTEX-AQUA S.R.L.,eTenders
S.C. EUROPRES S.R.L.,eTenders
HIDROCHIM S.R.L.,eTenders
SRL Tipografia din Bălți,eTenders
Î.I. OXANA EDINAC,eTenders
Î.M. REDOX LAB SUPPLIES S.R.L.,eTenders
TIRAMISA S.R.L.,eTenders
TRANZIT S.R.L.,eTenders
ALANTA-FARM S.R.L.,eTenders
S.C. RUMEON S.R.L.,eTenders
TERENTIEV T.O. Î.I.,eTenders
S.C. GLAVIRUX S.R.L.,eTenders
UICM,eTenders
"Asociația Patronală Federația Patronală a Constructorilor, Drumarilor și a Producătorilor materialelor de Construcţie ”Condrumat”",eTenders
INCERCOM О.S.,eTenders
URBANPROIECT О.S.,eTenders
INMACOMPROIECT S.A.,eTenders
INSTITUTUL DE GEOLOGIE ŞI SEISMOLOGIE A  AL AŞM,eTenders
CHINEC S.R.L.,eTenders
MED-M-COMERŢ S.R.L.,eTenders
PACIFIC MOTORS S.R.L.,eTenders
S.R.L. PALDIM SD,eTenders
FIRMA ORHEI-LADA-SERVICE S.R.L.,eTenders
S.A.D. PROIECT S.R.L.,eTenders
C.C. UNIVERSALCOOP DIN OR.BRICENI,eTenders
SRL MONCOMTEX,eTenders
AQUAPARC CAPITALA S.R.L.,eTenders
TINICHIGIU S.R.L.,eTenders
INDUSTRIALPROIECT S.R.L.,eTenders
S.C. IGC-CONSTRUCT S.R.L.,eTenders
S.A. REŢELELE TERMICE CAHUL,eTenders
S.P.A.R.C.O.-PRIM SRL,eTenders
GROVEN GRUP S.R.L.,eTenders
O.P. GARDA C4 S.R.L.,eTenders
OPM SOLUŢII S.R.L.,eTenders
. SC Mihcons Plus SRL ,eTenders
Casa de Comerţ NORVID-GRUP S.R.L.,eTenders
S.C. A.D.M.-C. S.R.L.,eTenders
S.C. DIVERTIS SERVICE S.R.L.,eTenders
AURORA-STROI S.R.L.,eTenders
S.C. ELINATCONS S.R.L.,eTenders
DELEU-DELEV Î.I.,eTenders
ADRIAN-PLUS S.R.L.,eTenders
FISCSERVINFORM Î.S.,eTenders
S.R.L. DAVIDANMOBIL,eTenders
S.C. NEPACONPLAST S.R.L.,eTenders
IASICON S.A.,eTenders
S.C. AGRODOR-SUCCES S.R.L.,eTenders
Colibri Media,eTenders
IURCRIS S.R.L.,eTenders
NEOSUPORT SERVICE S.R.L.,eTenders
DIGLA-STIL S.R.L.,eTenders
STAR STORGE S.A.,eTenders
S.R.L. SELEXTEH-SV,eTenders
S.C. ERGOPRIM S.R.L.,eTenders
BRAMIUS S.R.L.,eTenders
ELVE-CONSTRUCT S.R.L.,eTenders
APAST & CO S.R.L.,eTenders
TECHNO-TEST S.R.L.,eTenders
CODRU-NORD S.A.,eTenders
AMBALAJ-BULBOACA S.A.,eTenders
S.C ANSTELUX S.R.L,eTenders
S.C. DIATA-PLUS S.R.L.,eTenders
INFO-TRUST CONSULTING S.R.L.,eTenders
J.N.N.-GRUP S.R.L.,eTenders
CANDISGAZ S.R.L.,eTenders
DIO-PLUS S.R.L.,eTenders
DIDL-RENOVAŢIA S.R.L.,eTenders
NOVADENT S.R.L.,eTenders
S.R.L. VINICER-PRIM,eTenders
S.C. GETARCON GRUP S.R.L.,eTenders
INSTITUTUL DE PROIECTARE A SISTEMELOR DE GOSPODĂRIRE A APELOR ACVAPROIECT S.R.L.,eTenders
VALDCONGRUP S.R.L.,eTenders
METALICA-ZUEV S.R.L.,eTenders
S.C. MULTIVERS S.R.L.,eTenders
S.R.L. CLEMANTIN,eTenders
A.I. NIKA-IMOBIL S.R.L.,eTenders
S.C. NEOSCAN GRUP S.R.L.,eTenders
GIESENA S.R.L.,eTenders
DINOCTA S.R.L.,eTenders
BREND AUTO S.R.L.,eTenders
S.C. CONSTRUCTGAZ S.R.L.,eTenders
GURIN BORIS VASILE,eTenders
Î.I. BARANOV GHEORGHE,eTenders
S.C. ISEGEN-LUX S.R.L.,eTenders
S.C. LUMEA CALITĂŢII S.R.L.,eTenders
Eugen  BASS Systems SRL ,eTenders
BASS SYSTEMS S.R.L.,eTenders
CHIŞINĂUPROIECT Î.M.,eTenders
CALIGA VALERIU Î.I.,eTenders
ALPAS-COM S.R.L.,eTenders
PPE S.R.L.,eTenders
LUDMILA-BECU Î.I.,eTenders
S.C. RITUS-AV S.R.L.,eTenders
S.C. TUDNORD-LUX S.R.L.,eTenders
NORD-GARANT S.R.L.,eTenders
PLANIFICARE S.R.L.,eTenders
REZERVCOM Î.S.,eTenders
DIGITAL VIDEO S.R.L.,eTenders
RISCANI-SC Î.S.,eTenders
Î.M. STROYENERGOGRUP S.R.L.,eTenders
SRL Intermed,eTenders
EXPRESMARKET S.R.L.,eTenders
S.R.L. VMS-COMPANIE,eTenders
FRABO GRUP S.R.L.,eTenders
RUSPIN GRUP SRL,eTenders
INCRUS S.R.L.,eTenders
UNIVERSITATEA TEHNICĂ A MOLDOVEI,eTenders
V.BÎRCA Î.I.,eTenders
S.R.L. AZALTEND,eTenders
PINZARBANAT S.R.L.,eTenders
SPATIUM GRUP S.R.L.,eTenders
BELMOND-GRUP S.R.L.,eTenders
RACOVIŢĂ DANIEL Î.I.,eTenders
S.C EXIMDOR S.R.L,eTenders
S.R.L. TIGRII DE VEGHE,eTenders
CONINSAL S.R.L.,eTenders
YORK-REFRIGERENT S.R.L.,eTenders
VIVACE EXTRA S.R.L.,eTenders
TRIUMF-MOTIV S.R.L.,eTenders
S.R.L. ALEXCONSTRUCT,eTenders
LADY S.R.L.,eTenders
S.A. UNITA,eTenders
CAVATEH M S.R.L.,eTenders
Î.M. ELODI - FARM S.R.L.,eTenders
UNIVERSITATEA DE STAT DE MEDICINĂ ŞI FARMACIE NICOLAE TESTEMIŢANU DIN REPUBLICA MOLDOVA,eTenders
F.C.I. CAPITAL S.R.L.,eTenders
"""SAFCONS""  ",eTenders
ALLA MARIN MIHAIL,eTenders
RĂDIŢA NICOLAE ŞTEFAN,eTenders
COLPRODCOOP DIN OR.ORHEI A MOLDCOOP,eTenders
S.A. INLAC,eTenders
POŞTA MOLDOVEI Î.S.,eTenders
S.R.L. PAVERGAL - UNIC,eTenders
DEEPLACE S.R.L.,eTenders
S.C. T-PAR S.R.L.,eTenders
S.C. GAROMONT-STUDIO S.R.L.,eTenders
ALFA ELECTRO-MONTAJ GRUP S.R.L.,eTenders
S.C. ARCADA-PLAST S.R.L.,eTenders
S.C. ALIOCOR LT S.R.L.,eTenders
S.C. MEDIA SHOW GRUP S.R.L.,eTenders
S.C. PUBLIC MEDIA GRUP S.R.L.,eTenders
COOPCONSUM TIGHINA,eTenders
S.C. TEHNOCLIMAT S.R.L.,eTenders
Monitorul fiscal FISC.md,eTenders
C.Î. CHIMIVILM,eTenders
S.C. HEGEMON GRUP S.R.L.,eTenders
PLEŞCA ELENA Î.I.,eTenders
EXDRUPO Î.M.,eTenders
CONTABIL-SERVICE S.R.L.,eTenders
Monitorul Fiscal FISC.MD,eTenders
S.C. RUTA-PRIM SERVICE S.R.L.,eTenders
TANCRAD INTERNATIONAL S.R.L.,eTenders
APROVIZIONARE Î.M.,eTenders
S.R.L. SB-DANIELA,eTenders
VIGI S.R.L.,eTenders
Î.I. SAVCIUC OXANA,eTenders
AVDARMA PROECT S.R.L.,eTenders
PETRU BALAN Î.I.,eTenders
S.C. GASPAR GRUP S.R.L.,eTenders
MOLDCARBUNE S.R.L.,eTenders
CRISTEL-SCUTARI Î.I.,eTenders
S.C. ROM-CRIS S.R.L.,eTenders
V.A.Struc,eTenders
Oscan Impex,eTenders
PLAI-MERENI S.R.L.,eTenders
CIOBAN INA Î.I.,eTenders
S.R.L. VASSY TRADE,eTenders
S.C. TOPTEHIMPEX S.R.L.,eTenders
Î.M. AUTORITATE GRUP S.R.L.,eTenders
S.R.L. AGRO AVANTAJ,eTenders
Î.I. ŞCHIOPU LUDMILA,eTenders
S.R.L. TOTAL RADIO,eTenders
GEMBIRD S.R.L.,eTenders
S.R.L. PRIMAVIA-EXIM,eTenders
LEGGORN SA,eTenders
DOCITA-PRIM S.R.L.,eTenders
COSTOVA MARIA Î.I.,eTenders
SC BALNEOSERVICE-BOBROV&C SRL,eTenders
SERGIU PLUS NICOLAE S.R.L.,eTenders
GO MEDIA S.R.L.,eTenders
OLTIME S.R.L.,eTenders
AUGUSTELIFT S.R.L.,eTenders
AUTOSPACE S.R.L.,eTenders
BEVVIS S.R.L.,eTenders
