ocid,id,title,description,status,procurementMethod,tenderPeroid/startDate,tenderPeroid/endDate,procuringEntity/name,procuringEntity/id
ocds-ngfbwp-3706529,3706529,Tender Ref 14/02493 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,SERVICIUL DE INFORMAŢII ŞI SECURITATE AL REPUBLICII MOLDOVA,1006601000439
ocds-ngfbwp-3712638,3712638,Tender Ref 14/02494 Bulletin 102,,Procedura finalizată,Licitaţie publică,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-3720257,3720257,Tender Ref 14/02495 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTA TREIME""",1003600152592
ocds-ngfbwp-3720385,3720385,Tender Ref 14/02496 Bulletin 92,,Executarea contractului,Licitaţie publică,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-3720991,3720991,Tender Ref 14/02497 Bulletin 92,,Anulată,Cerere a ofertelor de preţuri,,,DIRECŢIA GENERALĂ LOCATIV-COMUNALĂ ŞI AMENAJARE A CONSILIULUI MUNICIPAL CHIŞINĂU,1007601010493
ocds-ngfbwp-3721439,3721439,Tender Ref 14/02498 Bulletin 93,,Procedura finalizată,Cerere a ofertelor de preţuri,,,DIRECŢIA GENERALĂ LOCATIV-COMUNALĂ ŞI AMENAJARE A CONSILIULUI MUNICIPAL CHIŞINĂU,1007601010493
ocds-ngfbwp-3723279,3723279,Tender Ref 14/02499 Bulletin 94,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Serviciul Stare Civilă,1008601000400
ocds-ngfbwp-3726847,3726847,Tender Ref 14/02500 Bulletin 96,,Executarea contractului,Licitaţie publică,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-3726928,3726928,Tender Ref 14/02501 Bulletin 92,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-3730290,3730290,Tender Ref 14/02502 Bulletin 93,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-3730473,3730473,Tender Ref 14/02503 Bulletin 93,,Procedura finalizată,Licitaţie publică,,,Serviciul Stare Civilă,1008601000400
ocds-ngfbwp-3733212,3733212,Tender Ref 14/02504 Bulletin 93,,Procedura finalizată,Cerere a ofertelor de preţuri,,,MINISTERUL DEZVOLTĂRII REGIONALE ŞI CONSTRUCŢIILOR,1008601000570
ocds-ngfbwp-3734158,3734158,Tender Ref 14/02505 Bulletin 93,,Procedura finalizată,Licitaţie publică,,,I.P.N.A. COMPANIA TELERADIO-MOLDOVA,1004600050558
ocds-ngfbwp-3740476,3740476,Tender Ref 14/02506 Bulletin 4,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-3740822,3740822,Tender Ref 14/02507 Bulletin 99,,Procedura finalizată,Licitaţie publică,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-3740950,3740950,Tender Ref 14/02508 Bulletin 97,,Executarea contractului,Licitaţie publică,,,UNITATEA DE IMPLEMENTARE A PROIECTULUI DE CONSTRUCŢIE A LOCUINŢELOR PENTRU PĂTURILE SOCIALMENTE VULNERABILE II,1013601000532
ocds-ngfbwp-3741297,3741297,Tender Ref 14/02509 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-3741514,3741514,Tender Ref 14/02510 Bulletin 93,,Executarea contractului,Licitaţie publică,,,SERVICIUL TEHNOLOGII INFORMAŢIONALE AL MINISTERULUI AFACERILOR INTERNE,1013601000521
ocds-ngfbwp-3741560,3741560,Tender Ref 14/02511 Bulletin 94,,Procedura finalizată,Cerere a ofertelor de preţuri,,,DETS  RÎŞCANI,1007601009716
ocds-ngfbwp-3741694,3741694,Tender Ref 14/02512 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,Directia Educatie Tineret si Sport s-l Buiucani,1007601009967
ocds-ngfbwp-3741825,3741825,Tender Ref 14/02513 Bulletin 92,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-3743031,3743031,Tender Ref 14/02514 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,Directia Educatie Tineret si Sport s-l Buiucani,1007601009967
ocds-ngfbwp-3745643,3745643,Tender Ref 14/02515 Bulletin 93,,Executarea contractului,Licitaţie publică,,,INSPECTORATUL FISCAL PRINCIPAL DE STAT DE PE LÎNGĂ MINISTERUL FINANŢELOR AL REPUBLICII MOLDOVA,1006601001182
ocds-ngfbwp-3749404,3749404,Tender Ref 14/02516 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,GRĂDINA ZOOLOGICĂ Î.M.,1003600114422
ocds-ngfbwp-3749755,3749755,Tender Ref 14/02517 Bulletin 93,,Procedura finalizată,Cerere a ofertelor de preţuri,,,PROCURATURA GENERALĂ A REPUBLICII MOLDOVA,1006601003865
ocds-ngfbwp-3753793,3753793,Tender Ref 14/02518 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,"I.M.S.P. STAŢIA ZONALĂ ASISTENŢĂ MEDICALĂ URGENTĂ ""CENTRU""",1003600152732
ocds-ngfbwp-3762768,3762768,Tender Ref 14/02519 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,SERVICIUL DE PROTECŢIE ŞI PAZĂ DE STAT,1006601001104
ocds-ngfbwp-3762798,3762798,Tender Ref 14/02520 Bulletin 93,,Procedura finalizată,Licitaţie publică,,,Directia Educatie Tineret si Sport s-l Buiucani,1007601009967
ocds-ngfbwp-3768260,3768260,Tender Ref 14/02521 Bulletin 3,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. INSTITUTUL DE CARDIOLOGIE,1003600150613
ocds-ngfbwp-3768981,3768981,Tender Ref 14/02522 Bulletin 97,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. INSTITUTUL DE CARDIOLOGIE,1003600150613
ocds-ngfbwp-3769912,3769912,Tender Ref 14/02523 Bulletin 93,,Executarea contractului,Licitaţie publică,,,Direcția sănătății a Consiliului municipal Chișinău,1007601009428
ocds-ngfbwp-3772767,3772767,Tender Ref 14/02524 Bulletin 93,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Agenţia Proprietăţii Publice,1006601001090
ocds-ngfbwp-3773389,3773389,Tender Ref 14/02525 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,MINISTERUL AFACERILOR EXTERNE ŞI INTEGRĂRII EUROPENE,1006601000129
ocds-ngfbwp-3784277,3784277,Tender Ref 14/02526 Bulletin 96,,Executarea contractului,Licitaţie publică,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL DE COPII ""VALENTIN IGNATENCO""",1003600152640
ocds-ngfbwp-3785492,3785492,Tender Ref 14/02527 Bulletin 95,,Executarea contractului,Licitaţie publică,,,"IMSP Institutul de Ftiziopneumologie ""Chiril Draganiuc""",1003600151724
ocds-ngfbwp-3785799,3785799,Tender Ref 14/02528 Bulletin 93,,Procedura finalizată,Licitaţie publică,,,DEPARTAMENTUL DOTĂRI AL MINISTERULUI APĂRĂRII,1006601001229
ocds-ngfbwp-3785883,3785883,Tender Ref 14/02529 Bulletin 94,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Directia Educatie Tineret si Sport s-l Buiucani,1007601009967
ocds-ngfbwp-3790388,3790388,Tender Ref 14/02530 Bulletin 94,,Executarea contractului,Licitaţie publică,,,USM,1006600064263
ocds-ngfbwp-3791384,3791384,Tender Ref 14/02531 Bulletin 12,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Agriculturii și Industriei Alimentare,1006601000059
ocds-ngfbwp-3792692,3792692,Tender Ref 14/02532 Bulletin 99,,Procedura finalizată,Licitaţie publică,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-3792960,3792960,Tender Ref 14/02533 Bulletin 97,,Executarea contractului,Licitaţie publică,,,UNITATEA DE IMPLEMENTARE A PROIECTULUI DE CONSTRUCŢIE A LOCUINŢELOR PENTRU PĂTURILE SOCIALMENTE VULNERABILE II,1013601000532
ocds-ngfbwp-3792986,3792986,Tender Ref 14/02534 Bulletin 98,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-3798294,3798294,Tender Ref 14/02535 Bulletin 93,,Executarea contractului,Licitaţie publică,,,USM,1006600064263
ocds-ngfbwp-3800296,3800296,Tender Ref 14/02536 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,USM,1006600064263
ocds-ngfbwp-3803946,3803946,Tender Ref 14/02537 Bulletin 4,,Executarea contractului,Licitaţie publică,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL DE COPII ""VALENTIN IGNATENCO""",1003600152640
ocds-ngfbwp-3804769,3804769,Tender Ref 14/02538 Bulletin 94,,Executarea contractului,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-3804781,3804781,Tender Ref 14/02539 Bulletin 93,,Procedura finalizată,Cerere a ofertelor de preţuri,,,ACADEMIA DE ŞTIINŢE A MOLDOVEI,1006601004194
ocds-ngfbwp-3805339,3805339,Tender Ref 14/02540 Bulletin 97,,Executarea contractului,Licitaţie publică,,,CENTRUL NAŢIONAL DE SĂNĂTATE PUBLICĂ,1007601001123
ocds-ngfbwp-3805935,3805935,Tender Ref 14/02541 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-3811607,3811607,Tender Ref 14/02542 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-3833168,3833168,Tender Ref 14/02543 Bulletin 96,,Procedura finalizată,Licitaţie publică,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-3838814,3838814,Tender Ref 14/02544 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-3842922,3842922,Tender Ref 14/02545 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-3842946,3842946,Tender Ref 14/02546 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. ASOCIAŢIA MEDICALĂ TERITORIALĂ BUIUCANI,1003600153131
ocds-ngfbwp-3845894,3845894,Tender Ref 14/02547 Bulletin 98,,Executarea contractului,Licitaţie publică,,,INSPECTORATUL FISCAL PRINCIPAL DE STAT DE PE LÎNGĂ MINISTERUL FINANŢELOR AL REPUBLICII MOLDOVA,1006601001182
ocds-ngfbwp-3845965,3845965,Tender Ref 14/02548 Bulletin 94,,Executarea contractului,Licitaţie publică,,,SERVICIUL TEHNOLOGII INFORMAŢIONALE AL MINISTERULUI AFACERILOR INTERNE,1013601000521
ocds-ngfbwp-3846929,3846929,Tender Ref 14/02549 Bulletin 94,,Executarea contractului,Licitaţie publică,,,ASOCIAŢIA DE GOSPODĂRIRE A SPAŢIILOR VERZI Î.M.,1002600047677
ocds-ngfbwp-3852840,3852840,Tender Ref 14/02550 Bulletin 95,,Executarea contractului,Licitaţie publică,,,ÎM Direcţia Construcţii Capitale,1003600096694
ocds-ngfbwp-3853057,3853057,Tender Ref 14/02551 Bulletin 99,,Anulată,Licitaţie publică,,,ÎM Direcţia Construcţii Capitale,1003600096694
ocds-ngfbwp-3855289,3855289,Tender Ref 14/02552 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-3859870,3859870,Tender Ref 14/02553 Bulletin 95,,Procedura finalizată,Licitaţie publică,,,ÎM Direcţia Construcţii Capitale,1003600096694
ocds-ngfbwp-3862843,3862843,Tender Ref 14/02554 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,I.P.N.A. COMPANIA TELERADIO-MOLDOVA,1004600050558
ocds-ngfbwp-3864326,3864326,Tender Ref 14/02556 Bulletin 94,,Procedura finalizată,Cerere a ofertelor de preţuri,,,INSPECTORATUL GENERAL AL POLIŢIEI,1013601000495
ocds-ngfbwp-3874096,3874096,Tender Ref 14/02557 Bulletin 99,,Executarea contractului,Licitaţie publică,,,I.M.S.P. ASOCIAŢIA MEDICALĂ TERITORIALĂ BOTANICA,1003600153360
ocds-ngfbwp-3874178,3874178,Tender Ref 14/02558 Bulletin 82,,Executarea contractului,Cerere a ofertelor de preţuri,,,CENTRUL NAŢIONAL DE SĂNĂTATE PUBLICĂ,1007601001123
ocds-ngfbwp-3875835,3875835,Tender Ref 14/02559 Bulletin 94,,Evaluarea ofertelor,Licitaţie publică,,,SERVICIUL TEHNOLOGII INFORMAŢIONALE AL MINISTERULUI AFACERILOR INTERNE,1013601000521
ocds-ngfbwp-3878340,3878340,Tender Ref 14/02560 Bulletin 94,,Executarea contractului,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-3882548,3882548,Tender Ref 14/02561 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-3885198,3885198,Tender Ref 14/02562 Bulletin 95,,Executarea contractului,Licitaţie publică,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-3885288,3885288,Tender Ref 14/02563 Bulletin 98,,Executarea contractului,Licitaţie publică,,,ASEM,1007600005951
ocds-ngfbwp-3885317,3885317,Tender Ref 14/02564 Bulletin 96,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. SPITALUL CLINIC AL MINISTERULUI SĂNĂTĂŢII,1003600150716
ocds-ngfbwp-3886221,3886221,Tender Ref 14/02565 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,SERVICIUL DE INFORMAŢII ŞI SECURITATE AL REPUBLICII MOLDOVA,1006601000439
ocds-ngfbwp-3890000,3890000,Tender Ref 14/02566 Bulletin 94,,Executarea contractului,Licitaţie publică,,,Agenția Rezerve Materiale,1006601000288
ocds-ngfbwp-3890729,3890729,Tender Ref 14/02567 Bulletin 95,,Executarea contractului,Licitaţie publică,,,CENTRUL DE PLASAMENT ŞI REABILITARE PENTRU COPII DE VÎRSTĂ FRAGEDĂ,1007601001363
ocds-ngfbwp-3894561,3894561,Tender Ref 14/02568 Bulletin 94,,Anulată,Licitaţie publică,,,Agenția Rezerve Materiale,1006601000288
ocds-ngfbwp-3895624,3895624,Tender Ref 14/02569 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,Directia Educatie Tineret si Sport st.Ciocana,1007601009565
ocds-ngfbwp-3896064,3896064,Tender Ref 14/02570 Bulletin 94,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.P.N.A. COMPANIA TELERADIO-MOLDOVA,1004600050558
ocds-ngfbwp-3896483,3896483,Tender Ref 14/02571 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,DETS sect. CENTRU,1007601009417
ocds-ngfbwp-3896976,3896976,Tender Ref 14/02572 Bulletin 98,,Procedura finalizată,Licitaţie publică,,,PROCURATURA GENERALĂ A REPUBLICII MOLDOVA,1006601003865
ocds-ngfbwp-3924361,3924361,Tender Ref 14/02573 Bulletin 97,,Executarea contractului,Licitaţie publică,,,I.M.S.P. INSTITUTUL DE CARDIOLOGIE,1003600150613
ocds-ngfbwp-3927630,3927630,Tender Ref 14/02574 Bulletin 72,,Executarea contractului,Licitaţie publică,,,CENTRUL NAŢIONAL DE SĂNĂTATE PUBLICĂ,1007601001123
ocds-ngfbwp-3927718,3927718,Tender Ref 14/02575 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,DETS  RÎŞCANI,1007601009716
ocds-ngfbwp-3929613,3929613,Tender Ref 14/02576 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. Asociația Medicală Teritorială Centru,1003600153267
ocds-ngfbwp-3930874,3930874,Tender Ref 14/02577 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-3930975,3930975,Tender Ref 14/02578 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Finanţelor,1006601000037
ocds-ngfbwp-3930987,3930987,Tender Ref 14/02579 Bulletin 3,,Executarea contractului,Cerere a ofertelor de preţuri,,,CENTRUL NAŢIONAL DE SĂNĂTATE PUBLICĂ,1007601001123
ocds-ngfbwp-3931156,3931156,Tender Ref 14/02580 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP SCM nr.1,1003600152673
ocds-ngfbwp-3935142,3935142,Tender Ref 14/02582 Bulletin 6,,Executarea contractului,Cerere a ofertelor de preţuri,,,CENTRUL NAŢIONAL DE SĂNĂTATE PUBLICĂ,1007601001123
ocds-ngfbwp-3937181,3937181,Tender Ref 14/02583 Bulletin 95,,Executarea contractului,Licitaţie publică,,,I.M.S.P. ASOCIAŢIA MEDICALĂ  TERITORIALĂ RÎŞCANI,1003600153212
ocds-ngfbwp-3947353,3947353,Tender Ref 14/02584 Bulletin 96,,Procedura finalizată,Licitaţie publică,,,CURTEA CONSTITUŢIONALĂ A REPUBLICII MOLDOVA,1006601004116
ocds-ngfbwp-3953486,3953486,Tender Ref 14/02585 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Curtea de Conturi,1007601001330
ocds-ngfbwp-3953522,3953522,Tender Ref 14/02586 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-3953547,3953547,Tender Ref 14/02587 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,INSPECTORATUL FISCAL PRINCIPAL DE STAT DE PE LÎNGĂ MINISTERUL FINANŢELOR AL REPUBLICII MOLDOVA,1006601001182
ocds-ngfbwp-3961259,3961259,Tender Ref 14/02588 Bulletin 98,,Procedura finalizată,Licitaţie publică,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-3961311,3961311,Tender Ref 14/02589 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-3961448,3961448,Tender Ref 14/02590 Bulletin 96,,Procedura finalizată,Cerere a ofertelor de preţuri,,,GRĂDINA ZOOLOGICĂ Î.M.,1003600114422
ocds-ngfbwp-3965437,3965437,Tender Ref 14/02591 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,INSPECTORATUL FISCAL PRINCIPAL DE STAT DE PE LÎNGĂ MINISTERUL FINANŢELOR AL REPUBLICII MOLDOVA,1006601001182
ocds-ngfbwp-3965553,3965553,Tender Ref 14/02592 Bulletin 95,,Procedura finalizată,Licitaţie publică,,,Serviciul Stare Civilă,1008601000400
ocds-ngfbwp-3965969,3965969,Tender Ref 14/02593 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-3966783,3966783,Tender Ref 14/02594 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-3967370,3967370,Tender Ref 14/02595 Bulletin 95,,Executarea contractului,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-3971621,3971621,Tender Ref 14/02596 Bulletin 96,,Procedura finalizată,Licitaţie publică,,,Departamentul Poliției de Frontieră al MAI,1006601000196
ocds-ngfbwp-3971828,3971828,Tender Ref 14/02597 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,Directia Educatie Tineret si Sport s-l Buiucani,1007601009967
ocds-ngfbwp-3971861,3971861,Tender Ref 14/02598 Bulletin 99,,Executarea contractului,Licitaţie publică,,,I.M.S.P. ASOCIAŢIA MEDICALĂ TERITORIALĂ BOTANICA,1003600153360
ocds-ngfbwp-3971882,3971882,Tender Ref 14/02599 Bulletin 96,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-3973633,3973633,Tender Ref 14/02600 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,INSPECTORATUL FISCAL PRINCIPAL DE STAT DE PE LÎNGĂ MINISTERUL FINANŢELOR AL REPUBLICII MOLDOVA,1006601001182
ocds-ngfbwp-3974261,3974261,Tender Ref 14/02601 Bulletin 101,,Executarea contractului,Licitaţie publică,,,IMSP SPITALUL CLINIC DE TRAUMATOLOGIE ŞI ORTOPEDIE,1003600150598
ocds-ngfbwp-3974276,3974276,Tender Ref 14/02602 Bulletin 96,,Executarea contractului,Licitaţie publică,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-3975947,3975947,Tender Ref 14/02603 Bulletin 96,,Procedura finalizată,Licitaţie publică,,,Departamentul Poliției de Frontieră al MAI,1006601000196
ocds-ngfbwp-3982523,3982523,Tender Ref 14/02604 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Serviciul Stare Civilă,1008601000400
ocds-ngfbwp-3989656,3989656,Tender Ref 14/02605 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,USM,1006600064263
ocds-ngfbwp-3992738,3992738,Tender Ref 14/02606 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,Directia Educatie Tineret si Sport st.Ciocana,1007601009565
ocds-ngfbwp-3999675,3999675,Tender Ref 14/02607 Bulletin 95,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-4000146,4000146,Tender Ref 14/02608 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,Biblioteca Naţională,1003600154127
ocds-ngfbwp-4002146,4002146,Tender Ref 14/02609 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-4002672,4002672,Tender Ref 14/02611 Bulletin 102,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. DISPENSARUL MUNICIPAL DERMATO-VENEROLOGIC,1003600153337
ocds-ngfbwp-4004266,4004266,Tender Ref 14/02612 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-4008744,4008744,Tender Ref 14/02613 Bulletin 96,,Executarea contractului,Licitaţie publică,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-4009836,4009836,Tender Ref 14/02614 Bulletin 96,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Serviciul Stare Civilă,1008601000400
ocds-ngfbwp-4017400,4017400,Tender Ref 14/02616 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,DIRECŢIA GENERALĂ ASISTENŢĂ SOCIALĂ A CONSILIULUI MUNICIPAL CHIŞINĂU,1007601010541
ocds-ngfbwp-4018953,4018953,Tender Ref 14/02617 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-4022463,4022463,Tender Ref 14/02618 Bulletin 96,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-4039638,4039638,Tender Ref 14/02619 Bulletin 96,,Executarea contractului,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-4040399,4040399,Tender Ref 14/02620 Bulletin 96,,Procedura finalizată,Cerere a ofertelor de preţuri,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-4043886,4043886,Tender Ref 14/02621 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-4047040,4047040,Tender Ref 14/02622 Bulletin 96,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL DE NEUROLOGIE ŞI NEUROCHIRURGIE,1003600150602
ocds-ngfbwp-4053398,4053398,Tender Ref 14/02623 Bulletin 96,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Serviciul Protecției Civile și Situațiilor Excepționale al MAI,1006601000543
ocds-ngfbwp-4053455,4053455,Tender Ref 14/02624 Bulletin 96,,Procedura finalizată,Licitaţie publică,,,ASEM,1007600005951
ocds-ngfbwp-4054580,4054580,Tender Ref 14/02625 Bulletin 99,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-4055595,4055595,Tender Ref 14/02626 Bulletin 97,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-4057078,4057078,Tender Ref 14/02627 Bulletin 96,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. Spitalul Clinic de Psihiatrie,1003600150554
ocds-ngfbwp-4065424,4065424,Tender Ref 14/02629 Bulletin 97,,Procedura finalizată,Licitaţie publică,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTUL ARHANGHEL MIHAIL""",1003600152558
ocds-ngfbwp-4065832,4065832,Tender Ref 14/02630 Bulletin 98,,Executarea contractului,Cerere a ofertelor de preţuri,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-4072351,4072351,Tender Ref 14/02631 Bulletin 97,,Executarea contractului,Licitaţie publică,,,DIRECŢIA GENERALĂ ASISTENŢĂ SOCIALĂ A CONSILIULUI MUNICIPAL CHIŞINĂU,1007601010541
ocds-ngfbwp-4073481,4073481,Tender Ref 14/02632 Bulletin 96,,Procedura finalizată,Cerere a ofertelor de preţuri,,,UNITATEA DE IMPLEMENTARE A PROIECTULUI DE CONSTRUCŢIE A LOCUINŢELOR PENTRU PĂTURILE SOCIALMENTE VULNERABILE II,1013601000532
ocds-ngfbwp-4076981,4076981,Tender Ref 14/02633 Bulletin 96,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Serviciul Stare Civilă,1008601000400
ocds-ngfbwp-4077388,4077388,Tender Ref 14/02634 Bulletin 97,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-4077603,4077603,Tender Ref 14/02635 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,INSPECŢIA FINANCIARĂ,1006601001159
ocds-ngfbwp-4085099,4085099,Tender Ref 14/02636 Bulletin 96,,Executarea contractului,Licitaţie publică,,,INSPECŢIA FINANCIARĂ,1006601001159
ocds-ngfbwp-4094093,4094093,Tender Ref 14/02637 Bulletin 97,,Executarea contractului,Licitaţie publică,,,DEPARTAMENTUL DOTĂRI AL MINISTERULUI APĂRĂRII,1006601001229
ocds-ngfbwp-4094747,4094747,Tender Ref 14/02638 Bulletin 101,,Procedura finalizată,Licitaţie publică,,,Departamentul Instituțiilor Penitenciare,1006601001012
ocds-ngfbwp-4095673,4095673,Tender Ref 14/02639 Bulletin 97,,Procedura finalizată,Licitaţie publică,,,SERVICIUL DE INFORMAŢII ŞI SECURITATE AL REPUBLICII MOLDOVA,1006601000439
