id,title,description,status,goods,contractor,startDate,endDate,amount
11497817,15/03161/003 SERVICII DE REPARAŢIE ŞI ÎNTREŢINERE A UTILAJULUI MEDICAL 2016,,Înregistrat(ă),Servicii de reparare si intretinere,POLISANO PRIM S.R.L.,2016-02-10T00:00:00.000Z,2016-12-31T00:00:00.000Z,46320
11509493,15/03161/004 SERVICII DE REPARAŢIE ŞI ÎNTREŢINERE A UTILAJULUI MEDICAL 2016,,Înregistrat(ă),Servicii de reparare si intretinere,POLISANO PRIM S.R.L.,2016-02-10T00:00:00.000Z,2016-12-31T00:00:00.000Z,123624
11566850,15/03161/005 SERVICII DE REPARAŢIE ŞI ÎNTREŢINERE A UTILAJULUI MEDICAL 2016,,Înregistrat(ă),Servicii de reparare si intretinere,POLISANO PRIM S.R.L.,2016-02-10T00:00:00.000Z,2016-12-31T00:00:00.000Z,31440
11596428,15/03161/006 SERVICII DE REPARAŢIE ŞI ÎNTREŢINERE A UTILAJULUI MEDICAL 2016,,Înregistrat(ă),Servicii de reparare si intretinere,POLISANO PRIM S.R.L.,2016-02-10T00:00:00.000Z,2016-12-31T00:00:00.000Z,64782
10959785,15/03165/007 Achiziţionarea produselor petroliere pentru anul 2016,,Înregistrat(ă),Benzina,Î.M. TIREX PETROL S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,17050
10959791,15/03165/008 Achiziţionarea produselor petroliere pentru anul 2016,,Înregistrat(ă),Benzina,Î.M. TIREX PETROL S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,12588
10965727,15/03165/009 Achiziţionarea produselor petroliere pentru anul 2016,,Înregistrat(ă),Benzina,Î.M. TIREX PETROL S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,256020
10972307,15/03165/010 Achiziţionarea produselor petroliere pentru anul 2016,,Înregistrat(ă),Benzina,Î.M. TIREX PETROL S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,391429.44
10972336,15/03165/011 Achiziţionarea produselor petroliere pentru anul 2016,,Înregistrat(ă),Benzina,Î.M. TIREX PETROL S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,66247.2
10984100,15/03165/012 Achiziţionarea produselor petroliere pentru anul 2016,,Înregistrat(ă),Benzina,Î.M. TIREX PETROL S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,34292
10465813,15/03167/001 Produse pentru uz clinic,,Înregistrat(ă),Produse pentru uz clinic,Sajin MED-M-COMERT SRL Ludmila,2016-01-06T00:00:00.000Z,2016-12-31T00:00:00.000Z,48550
10557393,15/03168/001 Produse alimentare pentru 2016 (repetat),,Înregistrat(ă),Diverse produse alimentare,LOVIS ANGRO S.R.L.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,67546
10557429,15/03168/002 Produse alimentare pentru 2016 (repetat),,Înregistrat(ă),Diverse produse alimentare,LOVIS ANGRO S.R.L.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,143200
10557484,15/03168/003 Produse alimentare pentru 2016 (repetat),,Înregistrat(ă),Diverse produse alimentare,LOVIS ANGRO S.R.L.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,78607
10557487,15/03168/004 Produse alimentare pentru 2016 (repetat),,Înregistrat(ă),Diverse produse alimentare,LOVIS ANGRO S.R.L.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,30434
10592567,15/03172/001 servicii poligrafice (editarea balanchetelor) pentru anul 2016,,Înregistrat(ă),Servicii tipografice,TIPOGRAFIA CENTRALĂ Î.S.,2016-01-13T00:00:00.000Z,2016-12-31T00:00:00.000Z,130232.7
10499134,15/03173/001 Produse Parafarmateutice necesar pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",M-INTER-FARMA S.A.,2015-12-30T00:00:00.000Z,2016-12-31T00:00:00.000Z,5950
10499262,15/03173/002 Produse Parafarmateutice necesar pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",M-INTER-FARMA S.A.,2015-12-30T00:00:00.000Z,2016-12-31T00:00:00.000Z,13260
10722583,15/03173/005 Produse Parafarmateutice necesar pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",M-INTER-FARMA S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,67770
10722589,15/03173/006 Produse Parafarmateutice necesar pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",M-INTER-FARMA S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,40875.3
10722633,15/03173/007 Produse Parafarmateutice necesar pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",M-INTER-FARMA S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,43275
10722676,15/03173/008 Produse Parafarmateutice necesar pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",M-INTER-FARMA S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,47340
10722732,15/03173/009 Produse Parafarmateutice necesar pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",M-INTER-FARMA S.A.,2016-01-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,4158
10766110,15/03187/001 SERVICII DE MENTENANŢĂ A GENERATORULUI DE OXIGEN IKTPO 3550 OV,,Înregistrat(ă),Servicii de reparare si intretinere,ROMEDCOM S.R.L.,2016-01-20T00:00:00.000Z,2016-12-31T00:00:00.000Z,255120
10396378,"15/03191/001 ""Servicii internet"" pentru a. 2016",,Înregistrat(ă),Servicii de internet,MOLDTELECOM S.A.,2015-12-30T00:00:00.000Z,2016-12-31T00:00:00.000Z,103560
11342455,15/03193/001 Servicii de Pază  ,,Înregistrat(ă),Servicii de paza,S.R.L. ALFIN SERVICE,2016-02-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,539440.7
11405110,15/03201/007 Achizitionarea produselor alimentare,,Înregistrat(ă),Diverse produse alimentare,S.C. SANEX-COMERŢ S.R.L.,2016-02-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,17446.5
11405137,15/03201/008 Achizitionarea produselor alimentare,,Înregistrat(ă),Diverse produse alimentare,S.C. SANEX-COMERŢ S.R.L.,2016-02-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,31354.56
11405164,15/03201/009 Achizitionarea produselor alimentare,,Înregistrat(ă),Diverse produse alimentare,S.C. SANEX-COMERŢ S.R.L.,2016-02-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,112542.1
11405362,15/03201/010 Achizitionarea produselor alimentare,,Înregistrat(ă),Diverse produse alimentare,S.C. SANEX-COMERŢ S.R.L.,2016-02-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,593630
11457236,15/03201/011 Achizitionarea produselor alimentare,,Înregistrat(ă),Diverse produse alimentare,S.C. SANEX-COMERŢ S.R.L.,2016-02-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,5800
11457594,15/03201/012 Achizitionarea produselor alimentare,,Înregistrat(ă),Diverse produse alimentare,S.C. SANEX-COMERŢ S.R.L.,2016-02-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,199200
11457940,15/03201/013 Achizitionarea produselor alimentare,,Înregistrat(ă),Diverse produse alimentare,S.C. SANEX-COMERŢ S.R.L.,2016-02-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,211500
11458311,15/03201/014 Achizitionarea produselor alimentare,,Înregistrat(ă),Diverse produse alimentare,S.C. SANEX-COMERŢ S.R.L.,2016-02-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,504000
10878404,15/03204/001  produse alimentare ,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",Î.M. ALIMPRODAN,2016-01-15T00:00:00.000Z,2016-06-30T00:00:00.000Z,64945
10878408,15/03204/002  produse alimentare ,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",Î.M. ALIMPRODAN,2016-01-14T00:00:00.000Z,2016-06-30T00:00:00.000Z,201492
10878414,15/03204/003  produse alimentare ,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",Î.M. ALIMPRODAN,2016-01-15T00:00:00.000Z,2016-06-30T00:00:00.000Z,31824.5
10878418,15/03204/004  produse alimentare ,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",Î.M. ALIMPRODAN,2016-01-18T00:00:00.000Z,2016-06-30T00:00:00.000Z,81000
10878422,15/03204/005  produse alimentare ,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",Î.M. ALIMPRODAN,2016-01-15T00:00:00.000Z,2016-06-30T00:00:00.000Z,61520.3
10878426,15/03204/006  produse alimentare ,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",Î.M. ALIMPRODAN,2016-01-15T00:00:00.000Z,2016-06-30T00:00:00.000Z,96181
10878430,15/03204/007  produse alimentare ,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",Î.M. ALIMPRODAN,2016-01-14T00:00:00.000Z,2016-06-30T00:00:00.000Z,7080
10901784,15/03205/001 Servicii de abonare la ediții periodice pentru semestrul I  al  a.2016 conform necesităților Secției Cultură,,Înregistrat(ă),Servicii postale de distribuire a ziarelor si a periodicelor,"""Deleu - Delev""",2016-01-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,8492.78
10902218,15/03205/002 Servicii de abonare la ediții periodice pentru semestrul I  al  a.2016 conform necesităților Secției Cultură,,Înregistrat(ă),Servicii postale de distribuire a ziarelor si a periodicelor,"""Deleu - Delev""",2016-01-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,33607.3
10902246,15/03205/003 Servicii de abonare la ediții periodice pentru semestrul I  al  a.2016 conform necesităților Secției Cultură,,Înregistrat(ă),Servicii postale de distribuire a ziarelor si a periodicelor,"""Deleu - Delev""",2016-01-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,47900
10459820,15/03206/001 Reactive si consumabile pentru serviciul radiologic pentru anul 2016,,Înregistrat(ă),Consumabile medicale,INTERMED S.R.L.,2016-01-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,27273.84
10459857,15/03206/002 Reactive si consumabile pentru serviciul radiologic pentru anul 2016,,Înregistrat(ă),Consumabile medicale,INTERMED S.R.L.,2016-01-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,28348
10459867,15/03206/003 Reactive si consumabile pentru serviciul radiologic pentru anul 2016,,Înregistrat(ă),Consumabile medicale,INTERMED S.R.L.,2016-01-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,4464
10460000,15/03206/004 Reactive si consumabile pentru serviciul radiologic pentru anul 2016,,Înregistrat(ă),Consumabile medicale,INTERMED S.R.L.,2016-01-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,19883.04
10688163,15/03214/001 servicii de asigurare a autoturismelor ,,Înregistrat(ă),Servicii de asigurare a autovehiculelor,C.A. ASTERRA GRUP S.A.,2016-01-14T00:00:00.000Z,2017-02-01T00:00:00.000Z,268345.72
11409307,15/03215/001 Achiziţionarea blanchetelor statistice pentru anul 2016,,Înregistrat(ă),Formulare,COMPLEXUL DE EDITURI AL BISERICII ORTODOXE DIN MOLDOVA S.R.L.,2016-02-15T00:00:00.000Z,2016-12-31T00:00:00.000Z,59493
11409353,15/03215/002 Achiziţionarea blanchetelor statistice pentru anul 2016,,Înregistrat(ă),Formulare,COMPLEXUL DE EDITURI AL BISERICII ORTODOXE DIN MOLDOVA S.R.L.,2016-02-15T00:00:00.000Z,2016-12-31T00:00:00.000Z,6958.33
10940344,15/03220/001 Produse parafarmaceutice pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",BIOSISTEM MLD S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,2072.4
10940350,15/03220/002 Produse parafarmaceutice pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",BIOSISTEM MLD S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,26722.68
10940357,15/03220/003 Produse parafarmaceutice pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",BIOSISTEM MLD S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,34989.6
10940376,15/03220/004 Produse parafarmaceutice pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",BIOSISTEM MLD S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,7966.08
10940480,15/03220/005 Produse parafarmaceutice pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",BIOSISTEM MLD S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,14471
10940668,15/03220/006 Produse parafarmaceutice pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",BIOSISTEM MLD S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,1650
10940690,15/03220/008 Produse parafarmaceutice pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",BIOSISTEM MLD S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,10290.288
10940697,15/03220/009 Produse parafarmaceutice pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",BIOSISTEM MLD S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,28989.2
10940708,15/03220/010 Produse parafarmaceutice pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",BIOSISTEM MLD S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,32485
10940795,15/03220/011 Produse parafarmaceutice pentru anul 2016,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",BIOSISTEM MLD S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,32299
11445986,15/03221/001 Servicii de transport auto internaţional de pasageri,,Înregistrat(ă),Servicii de transport rutier specializat de pasageri,S.C. GAL TRANSERVICE S.R.L.,2016-02-17T00:00:00.000Z,2016-12-31T00:00:00.000Z,450000
11446015,15/03221/002 Servicii de transport auto internaţional de pasageri,,Înregistrat(ă),Servicii de transport rutier specializat de pasageri,S.C. GAL TRANSERVICE S.R.L.,2016-02-17T00:00:00.000Z,2016-12-31T00:00:00.000Z,118000
11564497,15/03223/001 Materiale angiografice şi articole parafarmaceutice pentru Secția Chirurgie Endovasculară,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",Î.C.S. FARMINA S.R.L.,2016-02-23T00:00:00.000Z,2016-12-31T00:00:00.000Z,356076
11564513,15/03223/002 Materiale angiografice şi articole parafarmaceutice pentru Secția Chirurgie Endovasculară,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",Î.C.S. FARMINA S.R.L.,2016-02-23T00:00:00.000Z,2016-12-31T00:00:00.000Z,2.3124762e+06
11564597,15/03223/003 Materiale angiografice şi articole parafarmaceutice pentru Secția Chirurgie Endovasculară,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",Î.C.S. FARMINA S.R.L.,2016-02-23T00:00:00.000Z,2016-12-31T00:00:00.000Z,5.9127285e+06
11564601,15/03223/004 Materiale angiografice şi articole parafarmaceutice pentru Secția Chirurgie Endovasculară,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",Î.C.S. FARMINA S.R.L.,2016-02-23T00:00:00.000Z,2016-12-31T00:00:00.000Z,4.7896885e+06
11564605,15/03223/005 Materiale angiografice şi articole parafarmaceutice pentru Secția Chirurgie Endovasculară,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",Î.C.S. FARMINA S.R.L.,2016-02-23T00:00:00.000Z,2016-12-31T00:00:00.000Z,1.764243e+06
11149046,15/03225/001 Servicii transport de date pentru anul 2016,,Înregistrat(ă),Servicii de internet,MOLDTELECOM S.A.,2016-01-29T00:00:00.000Z,2016-12-31T00:00:00.000Z,272118
11505928,15/03225/002 Servicii transport de date pentru anul 2016,,Înregistrat(ă),Servicii de internet,MOLDTELECOM S.A.,2016-01-29T00:00:00.000Z,2016-12-31T00:00:00.000Z,24871
11687878,15/03240/003 Reagenti si consumabile pentru laborator,,Înregistrat(ă),Reactivi de laborator,S.R.L. Sanmedico,2016-02-22T00:00:00.000Z,2016-12-31T00:00:00.000Z,55609.2
11687882,15/03240/004 Reagenti si consumabile pentru laborator,,Înregistrat(ă),Reactivi de laborator,S.R.L. Sanmedico,2016-02-22T00:00:00.000Z,2016-12-31T00:00:00.000Z,57010
11767517,15/03240/005 Reagenti si consumabile pentru laborator,,Înregistrat(ă),Reactivi de laborator,S.R.L. Sanmedico,2016-02-22T00:00:00.000Z,2016-12-31T00:00:00.000Z,62631.12
11767522,15/03240/006 Reagenti si consumabile pentru laborator,,Înregistrat(ă),Reactivi de laborator,S.R.L. Sanmedico,2016-02-22T00:00:00.000Z,2016-12-31T00:00:00.000Z,1.7689212e+06
11813378,15/03240/007 Reagenti si consumabile pentru laborator,,Înregistrat(ă),Reactivi de laborator,S.R.L. Sanmedico,2016-02-22T00:00:00.000Z,2016-12-31T00:00:00.000Z,314484
11813382,15/03240/008 Reagenti si consumabile pentru laborator,,Înregistrat(ă),Reactivi de laborator,S.R.L. Sanmedico,2016-02-22T00:00:00.000Z,2016-12-31T00:00:00.000Z,64949
12194993,15/03241/001 Carburanţi şi lubrifianţi,,Înregistrat(ă),Petrol si produse distilate,S.C. CALBOR GRUP S.R.L.,2016-03-11T00:00:00.000Z,2016-12-31T00:00:00.000Z,413060
12195048,15/03241/002 Carburanţi şi lubrifianţi,,Înregistrat(ă),Petrol si produse distilate,S.C. CALBOR GRUP S.R.L.,2016-03-11T00:00:00.000Z,2016-12-31T00:00:00.000Z,98120
12195214,15/03241/003 Carburanţi şi lubrifianţi,,Înregistrat(ă),Petrol si produse distilate,S.C. CALBOR GRUP S.R.L.,2016-03-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,85125
12195218,15/03241/004 Carburanţi şi lubrifianţi,,Înregistrat(ă),Petrol si produse distilate,S.C. CALBOR GRUP S.R.L.,2016-03-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,310900
12195230,15/03241/005 Carburanţi şi lubrifianţi,,Înregistrat(ă),Petrol si produse distilate,S.C. CALBOR GRUP S.R.L.,2016-03-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,288812.5
12195260,15/03241/006 Carburanţi şi lubrifianţi,,Înregistrat(ă),Petrol si produse distilate,S.C. CALBOR GRUP S.R.L.,2016-03-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,1.977e+06
10677643,15/03244/001 Servicii de mentenanta a utilajelor medicale,,Înregistrat(ă),Servicii de reparare si de intretinere a echipamentului medical si de precizie,S.R.L. VIPROMED SERVICE,2016-02-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,53940
11124032,15/03244/002 Servicii de mentenanta a utilajelor medicale,,Înregistrat(ă),Servicii de reparare si de intretinere a echipamentului medical si de precizie,S.R.L. VIPROMED SERVICE,2016-02-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,68400
10677095,15/03252/001 Servicii de încărcare și reginerare a cartridgelor pentru anul 2016,,Înregistrat(ă),Toner pentru imprimantele laser/faxuri,RADU S.R.L.,2016-01-14T00:00:00.000Z,2016-12-31T00:00:00.000Z,192000
10885081,15/03253/002 servicii de alimentare a persoanelor social vulnerabile din mun. Chişinău,,Înregistrat(ă),Servicii de cantina,Fundaţia de Binefacere Casa Providenţei,2016-01-20T00:00:00.000Z,2016-12-31T00:00:00.000Z,355600
10885133,15/03253/003 servicii de alimentare a persoanelor social vulnerabile din mun. Chişinău,,Înregistrat(ă),Servicii de cantina,Fundaţia de Binefacere Casa Providenţei,2016-01-20T00:00:00.000Z,2016-12-31T00:00:00.000Z,365760
10907597,15/03253/004 servicii de alimentare a persoanelor social vulnerabile din mun. Chişinău,,Înregistrat(ă),Servicii de cantina,Fundaţia de Binefacere Casa Providenţei,2016-01-20T00:00:00.000Z,2016-12-31T00:00:00.000Z,365760
11107351,15/03253/005 servicii de alimentare a persoanelor social vulnerabile din mun. Chişinău,,Înregistrat(ă),Servicii de cantina,Fundaţia de Binefacere Casa Providenţei,2016-02-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,713232
11630167,15/03255/001 Detergenţi,,Înregistrat(ă),Detergenti,COMERŢ-MAGOR S.R.L.,2016-02-24T00:00:00.000Z,2016-12-31T00:00:00.000Z,1690
11630267,15/03255/002 Detergenţi,,Înregistrat(ă),Detergenti,COMERŢ-MAGOR S.R.L.,2016-02-24T00:00:00.000Z,2016-12-31T00:00:00.000Z,1473
11630490,15/03255/003 Detergenţi,,Înregistrat(ă),Detergenti,COMERŢ-MAGOR S.R.L.,2016-02-24T00:00:00.000Z,2016-12-31T00:00:00.000Z,10900
11630523,15/03255/004 Detergenţi,,Înregistrat(ă),Detergenti,COMERŢ-MAGOR S.R.L.,2016-03-14T00:00:00.000Z,2016-12-31T00:00:00.000Z,4765
11630530,15/03255/005 Detergenţi,,Înregistrat(ă),Detergenti,COMERŢ-MAGOR S.R.L.,2016-03-14T00:00:00.000Z,2016-12-31T00:00:00.000Z,28393.2
13086992,15/03255/003/001 Detergenţi,,Aprobat,Detergenti,COMERŢ-MAGOR S.R.L.,2016-05-13T00:00:00.000Z,2016-12-31T00:00:00.000Z,-10900
10845507,15/03257/001 Produse Alimentare pentru I jumatate a anului 2016,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",S.C. SANEX-COMERŢ S.R.L.,2016-01-12T00:00:00.000Z,2016-06-30T00:00:00.000Z,148366
10845522,15/03257/002 Produse Alimentare pentru I jumatate a anului 2016,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",S.C. SANEX-COMERŢ S.R.L.,2016-01-12T00:00:00.000Z,2016-06-30T00:00:00.000Z,222860
10845526,15/03257/003 Produse Alimentare pentru I jumatate a anului 2016,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",S.C. SANEX-COMERŢ S.R.L.,2016-01-12T00:00:00.000Z,2016-06-30T00:00:00.000Z,113040
10845530,15/03257/004 Produse Alimentare pentru I jumatate a anului 2016,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",S.C. SANEX-COMERŢ S.R.L.,2016-01-12T00:00:00.000Z,2016-06-30T00:00:00.000Z,114363.4
10845534,15/03257/005 Produse Alimentare pentru I jumatate a anului 2016,,Înregistrat(ă),"Alimente, bauturi, tutun si produse conexe",S.C. SANEX-COMERŢ S.R.L.,2016-01-12T00:00:00.000Z,2016-06-30T00:00:00.000Z,180207
11621189,15/03258/001 Reagenti pentru laborator,,Înregistrat(ă),Consumabile medicale,PROFILABDIAGNOSTIC S.R.L.,2016-02-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,7840.8
11621193,15/03258/002 Reagenti pentru laborator,,Înregistrat(ă),Consumabile medicale,PROFILABDIAGNOSTIC S.R.L.,2016-02-12T00:00:00.000Z,2016-12-31T00:00:00.000Z,73257
11688804,15/03258/003 Reagenti pentru laborator,,Înregistrat(ă),Consumabile medicale,PROFILABDIAGNOSTIC S.R.L.,2016-02-15T00:00:00.000Z,2016-12-31T00:00:00.000Z,114602.5
11688810,15/03258/004 Reagenti pentru laborator,,Înregistrat(ă),Consumabile medicale,PROFILABDIAGNOSTIC S.R.L.,2016-02-15T00:00:00.000Z,2016-12-31T00:00:00.000Z,10530.84
10769557,15/03260/001 Servicii de deservire tehnică şi reparaţie curentă a mijloacelor de transport,,Înregistrat(ă),Servicii de reparare si de intretinere a automobilelor,MILIOM AUTO S.R.L.,2016-01-19T00:00:00.000Z,2016-12-31T00:00:00.000Z,250000
11175556,15/03262/001 Obiecte de uz gospodăresc și detergenți,,Înregistrat(ă),Produse de curatat si de lustruit,SOVERANG S.R.L.,2016-02-03T00:00:00.000Z,2016-12-31T00:00:00.000Z,103019.6
11175560,15/03262/002 Obiecte de uz gospodăresc și detergenți,,Înregistrat(ă),Produse de curatat si de lustruit,SOVERANG S.R.L.,2016-02-03T00:00:00.000Z,2016-12-31T00:00:00.000Z,16025
11175568,15/03262/003 Obiecte de uz gospodăresc și detergenți,,Înregistrat(ă),Produse de curatat si de lustruit,SOVERANG S.R.L.,2016-02-03T00:00:00.000Z,2016-12-31T00:00:00.000Z,20740
11175574,15/03262/004 Obiecte de uz gospodăresc și detergenți,,Înregistrat(ă),Produse de curatat si de lustruit,SOVERANG S.R.L.,2016-02-03T00:00:00.000Z,2016-12-31T00:00:00.000Z,83108.88
12868497,15/03265/001 achiziţionarea Medicamentelor neautorizate în Republica Moldova conform necesităţilor instituţiilor medico–sanitare publice pentru a. 2016 (repetat),,Înregistrat(ă),Diverse medicamente,SANFARM-PRIM S.A.,2016-04-27T00:00:00.000Z,2016-12-31T00:00:00.000Z,861952.25
12868798,15/03265/002 achiziţionarea Medicamentelor neautorizate în Republica Moldova conform necesităţilor instituţiilor medico–sanitare publice pentru a. 2016 (repetat),,Înregistrat(ă),Diverse medicamente,SANFARM-PRIM S.A.,2016-04-27T00:00:00.000Z,2016-12-31T00:00:00.000Z,769026
12868898,15/03265/003 achiziţionarea Medicamentelor neautorizate în Republica Moldova conform necesităţilor instituţiilor medico–sanitare publice pentru a. 2016 (repetat),,Înregistrat(ă),Diverse medicamente,SANFARM-PRIM S.A.,2016-04-27T00:00:00.000Z,2016-12-31T00:00:00.000Z,830184.2
12868904,15/03265/004 achiziţionarea Medicamentelor neautorizate în Republica Moldova conform necesităţilor instituţiilor medico–sanitare publice pentru a. 2016 (repetat),,Înregistrat(ă),Diverse medicamente,SANFARM-PRIM S.A.,2016-04-27T00:00:00.000Z,2016-12-31T00:00:00.000Z,3.2711768e+06
12868912,15/03265/005 achiziţionarea Medicamentelor neautorizate în Republica Moldova conform necesităţilor instituţiilor medico–sanitare publice pentru a. 2016 (repetat),,Înregistrat(ă),Diverse medicamente,SANFARM-PRIM S.A.,2016-04-27T00:00:00.000Z,2016-12-31T00:00:00.000Z,440211.56
11622482,"15/03267/001 hrană uscată pentru câini lucrători și activi, adulți și juniori și echipament pentru întreținerea, dresarea și aplicarea câinilor de serviciu (repetat)",,Înregistrat(ă),Hrana pentru animale de companie,S.C. ANIPLAN S.R.L.,2016-02-24T00:00:00.000Z,2016-12-31T00:00:00.000Z,754288
11384712,"15/03272/004 achiziţionarea centralizată de reagenţi de laborator şi alte materiale consumabile necesare în testările imunohematologice a sângelui pacienţilor-recipienţi de componente sanguine şi compatibilizarea sanguină pretransfuzională, pentru anul 2016",,Înregistrat(ă),Reactivi de laborator,I.M. BECOR S.R.L.,2016-02-15T00:00:00.000Z,2016-12-31T00:00:00.000Z,141211.67
11384737,"15/03272/005 achiziţionarea centralizată de reagenţi de laborator şi alte materiale consumabile necesare în testările imunohematologice a sângelui pacienţilor-recipienţi de componente sanguine şi compatibilizarea sanguină pretransfuzională, pentru anul 2016",,Înregistrat(ă),Reactivi de laborator,I.M. BECOR S.R.L.,2016-02-15T00:00:00.000Z,2016-12-31T00:00:00.000Z,877449.8
